日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2017/01/10,新竹,AMB_TEMP,16,16,16,16,16,16,16,17,17,19,20,21,22,22,23,23,22,19,19,18,18,18,18,18
2017/01/10,新竹,CH4,1.9,2,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2017/01/10,新竹,CO,0.55,0.52,0.49,0.5,0.41,0.43,0.47,0.64,0.65,0.68,0.62,0.54,0.5,0.48,0.48,0.47,0.51,0.54,0.68,0.66,0.65,0.64,0.56,0.54
2017/01/10,新竹,NMHC,0.14,0.14,0.13,0.13,0.1,0.12,0.13,0.2,0.21,0.23,0.21,0.2,0.16,0.18,0.15,0.16,0.22,0.2,0.26,0.24,0.21,0.19,0.15,0.14
2017/01/10,新竹,NO,1.4,1.5,1.5,0.7,0.7,0.8,0.9,2.9,5,7.4,5.6,4.7,3.9,3,2.4,2.3,2.3,1.2,2.1,1.7,1.4,1,1,0.8
2017/01/10,新竹,NO2,16,16,14,15,13,12,18,27,27,29,22,20,17,15,14,17,20,19,32,26,24,21,18,17
2017/01/10,新竹,NOx,17,18,15,16,13,13,18,29,32,36,27,24,21,18,16,19,22,20,34,28,25,22,19,18
2017/01/10,新竹,O3,33,30,33,34,36,34,27,19,21,24,35,38,45,51,52,46,39,34,19,24,26,29,31,28
2017/01/10,新竹,PM10,49,55,55,48,41,42,46,46,48,50,55,63,60,55,58,60,68,70,66,63,59,60,55,55
2017/01/10,新竹,PM2.5,29,33,35,36,31,24,25,26,27,24,25,28,28,27,28,27,29,38,41,41,42,42,36,31
2017/01/10,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/01/10,新竹,RH,69,70,71,71,69,68,69,70,67,63,58,59,54,53,52,52,57,66,66,67,68,69,70,72
2017/01/10,新竹,SO2,4.2,4.2,3.2,3.5,3.4,2.9,3.4,3.6,3.9,4.5,3.2,3.8,3.1,3.4,3.2,3.1,3.7,4,5.5,4.5,3.9,3.1,3.1,3.2
2017/01/10,新竹,THC,2.1,2.1,2.1,2.1,2,2,2,2.1,2.1,2.1,2.1,2,2,2,2,2,2.1,2.1,2.2,2.1,2.1,2.1,2,2.1
2017/01/10,新竹,WD_HR,53,53,59,60,69,65,69,72,72,63,69,64,74,62,65,76,59,55,66,68,67,62,65,60
2017/01/10,新竹,WIND_DIREC,53,55,54,71,70,73,68,73,72,69,64,66,79,67,55,67,50,57,69,62,65,66,61,50
2017/01/10,新竹,WIND_SPEED,2.4,2.8,2.6,2.3,2.3,2,2.5,2.8,3.2,3,2.5,3,2.9,3,2.6,2.1,4.7,3.3,3.1,3.5,2.5,2.2,1.6,1.7
2017/01/10,新竹,WS_HR,2.1,2.1,1.8,1.6,2.4,1.9,1.9,2.1,2.4,2.3,2.5,2.3,2.1,2.5,2.1,1.6,2.3,3,2.3,2.8,2.4,1.9,1.8,1.3
2017/01/11,新竹,AMB_TEMP,18,18,18,18,18,18,18,18,19,21,22,23,24,24,24,23,22,21,20,20,20,20,19,19
2017/01/11,新竹,CH4,1.9,1.9,2,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.8,1.8,1.8
2017/01/11,新竹,CO,0.51,0.44,0.47,0.47,0.45,0.43,0.43,0.55,0.58,0.52,0.46,0.47,0.44,0.48,0.41,0.43,0.48,0.55,0.54,0.55,0.41,0.38,0.32,0.29
2017/01/11,新竹,NMHC,0.15,0.19,0.15,0.14,0.14,0.12,0.11,0.14,0.15,0.15,0.14,0.12,0.12,0.15,0.13,0.14,0.18,0.25,0.23,0.21,0.17,0.12,0.1,0.09
2017/01/11,新竹,NO,0.9,0.8,0.7,1.1,1,1.1,1.4,2.4,4.2,4.4,4.2,3.4,2.9,3.2,3.1,3.1,2.8,2.4,1.9,2.1,1.4,1.3,1.3,1.3
2017/01/11,新竹,NO2,18,13,13,13,12,11,14,21,20,17,14,12,11,14,13,15,20,27,27,26,18,15,14,13
2017/01/11,新竹,NOx,19,14,14,14,13,12,16,23,25,21,19,15,14,17,16,18,23,30,29,28,19,16,16,14
2017/01/11,新竹,O3,24,27,27,33,35,35,30,26,30,36,40,43,47,48,46,40,32,22,22,21,28,32,32,33
2017/01/11,新竹,PM10,61,56,54,63,62,51,54,52,45,54,60,56,48,46,48,48,51,54,56,52,49,46,44,44
2017/01/11,新竹,PM2.5,34,32,30,33,32,27,27,30,27,24,20,18,23,24,22,21,21,22,24,28,26,22,25,25
2017/01/11,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/01/11,新竹,RH,73,75,74,74,74,74,74,75,71,66,62,58,56,57,58,61,65,69,72,72,75,76,78,79
2017/01/11,新竹,SO2,3.1,2.1,2.5,2.8,2.9,3,3.7,3.3,3.1,2.6,2.5,2.4,2.5,2.7,2.9,3.9,4.1,4.3,4.4,4.9,4.5,3.1,3.1,3.1
2017/01/11,新竹,THC,2.1,2.1,2.1,2.1,2.1,2,2,2,2,2,2,1.9,1.9,2,2,2,2,2.1,2.1,2.1,2,2,1.9,1.9
2017/01/11,新竹,WD_HR,70,78,37,56,62,72,67,67,67,66,70,68,67,62,60,64,59,55,63,58,63,67,56,63
2017/01/11,新竹,WIND_DIREC,69,22,49,58,67,76,74,63,73,63,72,63,60,65,69,69,56,51,74,53,65,69,60,63
2017/01/11,新竹,WIND_SPEED,1.4,0.8,2.3,2,2.2,2.4,2.6,3.2,4.2,4.1,3.8,3.9,3.4,3.9,4.3,3.6,3,2.6,2,2,3.2,2.6,2.9,2.3
2017/01/11,新竹,WS_HR,1.3,0.8,1,1.6,1.5,2.1,2.5,2.4,2.7,3,3,2.5,2.4,3.1,3,3.2,2.8,1.9,1.8,1.8,1.5,1.9,2.2,1.7
2017/01/12,新竹,AMB_TEMP,19,19,19,19,19,19,19,19,20,20,20,21,20,20,20,20,20,20,19,19,19,19,19,18
2017/01/12,新竹,CH4,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
2017/01/12,新竹,CO,0.27,0.27,0.29,0.29,0.34,0.34,0.33,0.59,0.64,0.49,0.49,0.39,0.39,0.37,0.38,0.37,0.39,0.43,0.41,0.34,0.37,0.36,0.33,0.3
2017/01/12,新竹,NMHC,0.09,0.11,0.13,0.12,0.11,0.09,0.08,0.18,0.22,0.16,0.17,0.15,0.11,0.11,0.1,0.11,0.14,0.17,0.17,0.11,0.14,0.11,0.1,0.13
2017/01/12,新竹,NO,1.1,1.1,1,0.9,1.1,1,1,3.6,6.4,3.5,3.2,3.4,2.1,1.7,1.6,1.3,1.2,1.3,1.4,1.1,1,1.3,1.1,0.9
2017/01/12,新竹,NO2,11,12,15,14,13,12,14,22,23,18,20,14,9.7,9.9,10,10,12,15,14,10,12,14,12,12
2017/01/12,新竹,NOx,12,13,16,15,14,13,15,25,30,21,23,17,12,12,12,12,13,16,15,11,13,15,13,13
2017/01/12,新竹,O3,34,30,27,29,30,32,27,9.5,14,24,25,32,36,35,33,34,32,29,29,33,29,28,29,28
2017/01/12,新竹,PM10,43,43,44,45,46,46,44,52,61,61,53,48,40,36,43,47,43,38,37,35,32,32,27,25
2017/01/12,新竹,PM2.5,23,26,25,18,18,17,16,24,28,22,18,18,14,13,12,12,11,14,18,14,11,9,8,7
2017/01/12,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/01/12,新竹,RH,79,80,82,81,80,82,82,81,81,80,79,78,78,79,82,83,84,84,83,83,82,83,83,84
2017/01/12,新竹,SO2,2.4,2.7,4.1,3.6,3.3,1.9,1.9,2.2,3.9,3.3,2.5,2.6,2.1,2.1,1.3,1.6,1.5,2.2,2.2,1.8,1.7,1.6,1.4,1.7
2017/01/12,新竹,THC,1.9,2,2,2,2,2,1.9,2.1,2.1,2,2,2,1.9,1.9,1.9,1.9,2,2,2,1.9,2,1.9,1.9,2
2017/01/12,新竹,WD_HR,56,64,53,50,54,56,72,67,60,59,57,60,64,61,69,73,61,53,58,57,56,58,66,58
2017/01/12,新竹,WIND_DIREC,60,60,51,54,51,69,73,55,65,65,46,62,58,112,71,77,55,56,56,66,62,50,62,67
2017/01/12,新竹,WIND_SPEED,1.7,2.1,2.5,1.7,1.9,2.3,2.1,1.7,1.7,2.4,2.4,2.4,2.6,1.1,1.8,1.8,2,2.6,2.1,2.4,2.6,3.4,2.1,2.3
2017/01/12,新竹,WS_HR,1.6,1,1.9,1.5,1.1,1.5,1.6,1,1.2,1.5,1.7,1.3,1.4,1.4,0.7,0.9,1.2,2,1.6,2.2,1.8,2,1.9,1.6
2017/01/13,新竹,AMB_TEMP,18,18,18,17,17,16,16,16,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14
2017/01/13,新竹,CH4,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2017/01/13,新竹,CO,0.28,0.25,0.24,0.25,0.25,0.3,0.36,0.51,0.56,0.58,0.6,0.58,0.57,0.59,0.58,0.56,0.6,0.66,0.65,0.61,0.62,0.65,0.63,0.53
2017/01/13,新竹,NMHC,0.12,0.07,0.08,0.07,0.06,0.07,0.07,0.12,0.13,0.16,0.17,0.19,0.17,0.17,0.2,0.18,0.17,0.17,0.18,0.15,0.16,0.17,0.15,0.1
2017/01/13,新竹,NO,0.9,0.9,0.9,0.6,0.4,0.5,0.5,1,1.6,2.5,3.9,3.6,3.3,2.2,2.2,1.9,1.6,1.1,1.7,1.5,0.9,1.1,1.1,0.6
2017/01/13,新竹,NO2,12,10,7.7,8.2,7.4,7.6,9.3,13,16,18,21,20,20,19,22,20,21,21,23,17,17,20,18,10
2017/01/13,新竹,NOx,13,11,8.6,8.8,7.8,8.1,9.8,14,17,21,25,24,23,21,24,22,22,22,25,18,18,21,19,11
2017/01/13,新竹,O3,28,33,33,34,34,33,31,26,24,20,19,22,25,26,25,28,30,30,24,28,28,24,26,41
2017/01/13,新竹,PM10,28,23,21,16,11,13,12,13,13,13,19,21,16,15,15,18,26,28,29,30,26,20,18,27
2017/01/13,新竹,PM2.5,11,9,5,3,2,5,6,7,7,8,10,7,5,6,7,10,12,16,20,21,21,18,12,18
2017/01/13,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.2,0.4,1,0.4,0.4,0.6,0.6,0.8,NR,NR,0.6,0.6,NR,NR
2017/01/13,新竹,RH,84,82,84,87,87,86,85,85,84,84,85,86,88,88,89,89,89,89,89,87,88,90,89,88
2017/01/13,新竹,SO2,2.1,1.9,1.6,1.5,1.2,1,1.1,1.7,1.5,1.7,1.5,1.4,1.1,1.3,1.4,1.5,1.5,2,2,1.4,1.4,1.4,1.8,1.6
2017/01/13,新竹,THC,2,1.9,1.9,1.9,1.9,1.9,1.9,2,2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2
2017/01/13,新竹,WD_HR,55,59,64,58,68,60,64,61,72,66,67,64,67,61,54,57,56,54,64,69,70,58,59,58
2017/01/13,新竹,WIND_DIREC,62,61,63,66,73,58,61,66,73,74,64,67,70,70,48,56,56,53,68,69,60,75,57,56
2017/01/13,新竹,WIND_SPEED,2.9,3,2.5,2.6,2.9,3.1,4,4.1,3.1,3.3,3.4,3.2,3.5,3.2,3.3,3.5,4.3,4.1,3.8,3,2.9,2.8,3.6,3.6
2017/01/13,新竹,WS_HR,2.1,2.1,1.6,2.5,2.2,2.4,2.7,3.2,2.7,2.9,2.6,2.5,2.5,2.5,2.5,2.8,3,3,2.7,2.9,2.4,2.5,2.8,2.8
2017/01/14,新竹,AMB_TEMP,14,14,13,13,13,12,12,12,12,13,14,15,15,15,16,16,16,15,15,15,15,15,14,14
2017/01/14,新竹,CH4,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8
2017/01/14,新竹,CO,0.48,0.47,0.42,0.42,0.46,0.46,0.47,0.39,0.36,0.45,0.43,0.45,0.45,0.46,0.54,0.49,0.49,0.53,0.49,0.49,0.45,0.38,0.36,0.28
2017/01/14,新竹,NMHC,0.09,0.1,0.07,0.07,0.06,0.07,0.08,0.07,0.08,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.13,0.14,0.14,0.13,0.12,0.1,0.1,0.07
2017/01/14,新竹,NO,0.4,0.4,0.6,1,1,0.8,0.6,1.1,1.2,2.4,3.2,3.3,3.3,2.9,2.8,2.9,2.5,2.2,2,1.4,1.4,1.2,1.2,1
2017/01/14,新竹,NO2,9.3,9.8,8.9,6.1,6.2,7.1,9.5,9.4,12,17,16,16,16,13,12,14,15,20,19,17,15,12,13,9.7
2017/01/14,新竹,NOx,9.7,10,9.4,7.1,7.2,8,10,10,13,20,20,19,19,16,15,17,18,22,21,18,16,13,15,11
2017/01/14,新竹,O3,42,44,49,47,46,39,36,40,38,32,37,36,37,41,41,39,36,30,32,34,35,38,34,37
2017/01/14,新竹,PM10,33,27,29,42,45,45,46,39,30,23,16,20,26,27,35,44,55,62,66,68,61,46,41,32
2017/01/14,新竹,PM2.5,20,16,18,26,29,29,28,21,13,12,12,15,19,20,22,18,24,29,28,29,28,23,22,22
2017/01/14,新竹,RAINFALL,0.6,0.8,1.6,1,2.6,0.6,2.2,2,1.8,0.4,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1.6
2017/01/14,新竹,RH,86,88,87,87,88,86,88,89,89,88,84,79,76,73,72,70,68,70,69,68,73,76,77,81
2017/01/14,新竹,SO2,2.2,2.2,2.5,3.1,3.3,3.5,3.6,2.8,2.3,2.2,3.3,3.6,3.3,3.4,3.4,3.7,3.7,3.8,4.1,4.2,3.7,3.4,3.3,2.6
2017/01/14,新竹,THC,2,2,2,2,2,2,2,1.9,1.9,2,2,2,2,2,2,2,2,2,2,2,2,1.9,1.9,1.9
2017/01/14,新竹,WD_HR,71,66,62,67,65,71,68,67,63,70,69,72,74,74,72,72,72,73,74,72,73,75,65,73
2017/01/14,新竹,WIND_DIREC,66,72,72,66,68,75,68,70,66,69,70,65,80,76,68,80,70,71,73,72,70,78,75,80
2017/01/14,新竹,WIND_SPEED,3.4,3.1,4,4.4,4,4,3.5,4.3,3.4,3.9,4.3,3.7,4.3,5.1,4.9,4.9,5,4.6,3.8,4.5,5.3,4.7,3.6,3.6
2017/01/14,新竹,WS_HR,2.5,2.4,3.1,2.8,3.3,3.2,2.7,2.8,2.8,2.7,3.5,3.1,3.8,4.1,4.3,3.9,4.1,3.6,3.2,3.1,3.7,3.5,3.1,3.5
2017/01/15,新竹,AMB_TEMP,14,14,14,14,14,14,14,14,15,15,15,16,16,16,15,15,14,14,15,14,15,15,14,14
2017/01/15,新竹,CH4,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.9
2017/01/15,新竹,CO,0.24,0.22,0.22,0.2,0.25,0.25,0.25,0.28,0.33,0.35,0.34,0.36,0.32,0.33,0.31,0.32,0.34,0.39,0.41,0.38,0.39,0.36,0.29,0.29
2017/01/15,新竹,NMHC,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.07,0.09,0.99,0.29,1.02,0.43,0.45,0.37,0.12,0.11,0.13,0.13,0.11,0.12,0.1,0.06,0.07
2017/01/15,新竹,NO,0.9,0.9,0.8,0.7,0.7,0.8,0.8,1,1.3,2.3,2.4,2.8,2.2,1.9,1.5,1.4,1.7,1.8,1.4,1.4,1.4,1.2,1,0.9
2017/01/15,新竹,NO2,8.9,8,8,7.6,7.2,7.1,6.8,7.8,11,12,11,12,9.8,9.9,12,12,14,17,17,18,17,16,12,11
2017/01/15,新竹,NOx,9.8,8.9,8.7,8.3,7.9,7.9,7.6,8.8,12,14,13,14,12,12,13,13,16,19,18,19,19,17,13,12
2017/01/15,新竹,O3,37,38,37,38,38,38,38,36,33,32,34,32,34,33,31,30,27,23,23,22,21,25,29,28
2017/01/15,新竹,PM10,21,23,27,28,25,22,19,19,25,29,25,25,24,18,16,19,18,16,17,15,14,16,15,12
2017/01/15,新竹,PM2.5,14,12,15,14,10,12,9,8,9,7,8,8,8,9,6,1,2,9,11,4,7,11,6,1
2017/01/15,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/01/15,新竹,RH,82,80,77,75,74,75,77,76,76,74,71,69,69,71,73,76,78,79,77,78,77,77,80,81
2017/01/15,新竹,SO2,3,3.7,4.2,4.2,4.5,3.1,2.7,2.9,2.5,3.8,3,4.8,3.7,3.6,2.8,2.3,2.2,2.4,2.7,3.5,2.9,3.1,3.5,3.1
2017/01/15,新竹,THC,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2.8,2.1,2.9,2.3,2.3,2.2,2,2,2,2,2,2,2,1.9,1.9
2017/01/15,新竹,WD_HR,72,74,70,70,71,67,71,68,67,69,71,68,70,66,68,58,67,64,63,68,72,69,73,61
2017/01/15,新竹,WIND_DIREC,77,74,71,72,72,68,68,74,65,67,74,66,66,53,72,52,64,63,58,71,71,72,80,48
2017/01/15,新竹,WIND_SPEED,3.2,3.5,3.4,4.7,4.2,4,3.6,3.8,3.6,4.8,3.8,4.1,4.6,3.6,3.7,4.1,3.2,3.6,3.5,3.8,2.9,3.7,2.6,3.2
2017/01/15,新竹,WS_HR,2.9,2.8,2.9,3.1,3.2,2.8,3,2.9,2.6,3.3,3.5,3.5,3.9,3.4,2.8,2.9,2.8,2.6,2.4,3,2.3,2.5,2.3,2.1
2017/01/16,新竹,AMB_TEMP,14,14,14,14,14,14,14,14,15,16,16,17,17,17,17,17,16,16,16,16,16,16,17,17
2017/01/16,新竹,CH4,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9
2017/01/16,新竹,CO,0.28,0.23,0.23,0.21,0.19,0.17,0.2,0.32,0.36,0.33,0.32,0.28,0.28,0.3,0.27,0.31,0.34,0.39,0.37,0.32,0.32,0.37,0.31,0.27
2017/01/16,新竹,NMHC,0.08,0.06,0.05,0.05,0.04,0.04,0.05,0.09,0.09,0.11,0.11,0.1,0.1,0.1,0.1,0.12,0.13,0.14,0.12,0.09,0.09,0.1,0.08,0.07
2017/01/16,新竹,NO,0.8,0.7,0.8,1,1,1,1,1.9,3.2,4.8,4.2,3.8,3.4,3.5,2.8,3,3.2,2.2,1.8,1.4,1.4,1.7,1.7,1.2
2017/01/16,新竹,NO2,12,8.6,7.1,6.2,5.2,3.8,6.2,14,15,14,14,12,11,13,12,14,18,19,15,12,13,16,13,10
2017/01/16,新竹,NOx,12,9.3,7.9,7.2,6.2,4.8,7.2,16,19,19,18,16,15,16,15,17,21,21,17,14,14,18,14,11
2017/01/16,新竹,O3,27,31,33,35,37,38,34,26,27,29,30,33,34,32,33,29,26,25,30,32,30,26,29,30
2017/01/16,新竹,PM10,13,10,7,12,13,13,15,14,13,17,21,22,23,22,24,25,27,27,24,26,27,23,19,17
2017/01/16,新竹,PM2.5,4,6,4,3,7,1,1,6,4,5,8,9,9,12,10,7,6,8,11,10,9,8,8,8
2017/01/16,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/01/16,新竹,RH,81,81,81,81,79,78,79,78,73,70,69,65,64,67,68,68,69,69,69,68,68,67,68,69
2017/01/16,新竹,SO2,2.9,1.6,1.7,1.5,1.4,1.3,1.7,2.1,3.6,3.9,3.7,3.2,2.5,2.6,2.9,3.3,3.9,4.4,2,1.8,2.2,2.1,1.3,1.3
2017/01/16,新竹,THC,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2,2,2,1.9,1.9,1.9,1.9,1.9
2017/01/16,新竹,WD_HR,59,70,65,61,68,68,71,69,70,71,70,72,71,74,72,72,73,71,72,69,71,69,69,67
2017/01/16,新竹,WIND_DIREC,70,72,74,61,69,75,77,67,76,79,71,72,70,73,75,72,72,74,71,69,69,67,64,68
2017/01/16,新竹,WIND_SPEED,2.9,2.7,3,3.3,4,3.4,4.1,4.2,3.8,4.3,5.4,4.6,4.5,5.2,5.5,4.3,5.1,3.6,5,4.3,2.5,2,2.1,1.7
2017/01/16,新竹,WS_HR,2.5,2.3,2.1,2.3,2.9,2.9,2.9,3.2,3.4,3.3,3.8,4.2,3.9,3.4,4.3,4,3.6,3.4,3.9,3.6,2.5,2.1,1.6,1.5
2017/01/17,新竹,AMB_TEMP,16,16,17,16,16,16,16,16,17,19,20,22,23,22,22,22,21,21,20,19,19,19,18,18
2017/01/17,新竹,CH4,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.9,2,1.9,2,2.1,2.1,2.1
2017/01/17,新竹,CO,0.27,0.23,0.22,0.21,0.23,0.26,0.34,0.48,0.62,0.53,0.46,0.35,0.39,0.31,0.28,0.35,0.37,0.49,0.81,0.59,0.84,1.27,0.98,0.64
2017/01/17,新竹,NMHC,0.07,0.06,0.05,0.07,0.07,0.12,0.14,0.18,0.21,0.18,0.16,0.12,0.16,0.09,0.09,0.15,0.14,0.3,0.42,0.26,0.55,0.51,0.39,0.27
2017/01/17,新竹,NO,1.1,1,1,1,1.1,1.1,1.1,3.7,8.3,7.4,5.3,3.5,3.4,2.8,2.2,2.3,2.2,1.6,3.6,1.7,11,32,21,13
2017/01/17,新竹,NO2,12,9.8,8.2,7,7.9,10,16,27,27,21,17,13,13,9.5,8.4,13,16,24,38,25,38,36,35,33
2017/01/17,新竹,NOx,13,11,9.2,8,9,12,18,30,36,29,22,17,17,12,11,16,18,25,42,27,49,68,55,46
2017/01/17,新竹,O3,27,30,32,31,29,29,23,15,16,26,34,33,38,38,42,35,30,20,6.3,13,2.1,0.2,0,0.2
2017/01/17,新竹,PM10,15,16,17,14,13,21,26,29,31,34,35,0,39,45,47,45,45,45,50,52,57,58,55,54
2017/01/17,新竹,PM2.5,5,9,9,6,4,7,8,7,12,13,11,-2,12,13,11,10,12,11,16,20,21,24,24,25
2017/01/17,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/01/17,新竹,RH,70,71,73,74,76,76,77,76,75,69,64,59,59,62,61,63,69,72,73,78,79,81,82,84
2017/01/17,新竹,SO2,1.8,1.7,1.8,1.3,1.5,2.2,2.4,3.1,3.6,3.6,2.9,1.7,2.1,1.8,2.3,2.8,2.3,3.4,3.7,4.1,6.4,3.6,3.2,3.3
2017/01/17,新竹,THC,2,1.9,1.9,1.9,1.9,2,2,2.1,2.1,2.1,2,2,2,1.9,1.9,2,2,2.2,2.4,2.2,2.6,2.6,2.5,2.3
2017/01/17,新竹,WD_HR,61,71,66,74,62,64,52,66,55,63,69,76,1.9,88,69,26,62,50,349,40,85,207,204,204
2017/01/17,新竹,WIND_DIREC,63,78,64,74,62,79,47,73,70,67,83,252,298,77,60,109,66,53,302,44,191,216,190,208
2017/01/17,新竹,WIND_SPEED,1.9,2,1.6,1.6,1.9,2,2.3,2.4,2.1,3.5,1.9,1.1,2,1.7,2.2,1,1.5,0.7,1.7,1.1,1.1,0.7,0.8,1.1
2017/01/17,新竹,WS_HR,1.5,1.9,1.6,1.4,1.1,1.8,1.7,2,1.7,2.6,2.1,0.9,0.2,0.3,1.3,0.2,0.8,0.8,0.5,0.5,0.2,0.6,0.8,0.7
2017/01/18,新竹,AMB_TEMP,18,18,18,18,18,18,18,18,18,18,19,20,21,22,21,20,19,19,19,19,19,19,19,19
2017/01/18,新竹,CH4,2,2,2.1,1.9,1.8,1.8,1.8,1.9,2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.8,1.9,1.9
2017/01/18,新竹,CO,0.43,0.39,0.39,0.26,0.22,0.23,0.26,0.48,0.8,0.42,0.34,0.35,0.32,0.32,0.29,0.31,0.35,0.39,0.37,0.43,0.38,0.39,0.39,0.35
2017/01/18,新竹,NMHC,0.16,0.2,0.21,0.08,0.05,0.04,0.05,0.13,0.25,0.12,0.1,0.18,0.09,0.14,0.07,0.07,0.09,0.15,0.15,0.13,0.11,0.11,0.11,0.13
2017/01/18,新竹,NO,3.2,2.5,3.3,1.3,1.2,1.3,1.2,2.5,23,2.4,2.3,3.6,2.8,2.9,2.4,1.9,1.6,1.6,1.6,1.8,1.5,1.7,1.6,1.4
2017/01/18,新竹,NO2,22,23,26,6.9,3.5,3.8,5,17,25,13,11,12,8.1,10,8.6,8.7,10,14,14,17,14,16,17,15
2017/01/18,新竹,NOx,25,25,29,8.2,4.7,5.1,6.2,19,48,16,13,16,11,13,11,11,12,16,15,19,16,17,18,16
2017/01/18,新竹,O3,5.7,3.4,2.9,27,34,33,33,18,3.5,27,31,34,42,44,39,37,33,28,28,26,30,25,21,23
2017/01/18,新竹,PM10,54,51,51,49,37,35,36,36,38,38,40,42,41,41,42,42,51,57,56,48,45,42,39,41
2017/01/18,新竹,PM2.5,21,15,18,17,12,10,8,8,11,12,9,13,18,16,14,8,9,14,17,18,15,18,23,20
2017/01/18,新竹,RAINFALL,NR,NR,NR,NR,NR,0.2,NR,0.4,0.2,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/01/18,新竹,RH,85,86,87,88,89,90,90,91,90,89,87,81,74,71,77,81,84,85,86,85,85,85,86,86
2017/01/18,新竹,SO2,2,2.5,3,1.9,1.4,1.4,1.3,1.6,2.6,1.8,1.8,2.2,2,2.5,1.8,1.7,1.6,2.1,2.3,1.7,1.6,2.1,2.7,2.1
2017/01/18,新竹,THC,2.1,2.2,2.3,2,1.9,1.9,1.9,2,2.2,2,1.9,2,1.9,2,1.9,1.9,1.9,2,2,2,2,2,2,2
2017/01/18,新竹,WD_HR,197,222,216,23,54,50,71,53,53,68,58,60,56,61,83,67,62,59,54,66,66,73,66,59
2017/01/18,新竹,WIND_DIREC,240,188,228,74,50,61,74,67,74,67,65,60,51,57,63,63,53,53,66,75,75,61,71,86
2017/01/18,新竹,WIND_SPEED,0.9,0.8,0.6,0.9,1,0.8,1.2,1.3,0.8,1.5,1.8,2.2,2.5,1.4,1.6,2.2,2.3,2.4,1.9,1.9,1.6,1.9,1.3,1.2
2017/01/18,新竹,WS_HR,0.6,0.7,0.6,0.2,0.5,0.2,0.7,0.9,0.7,0.7,1.3,1.9,1.7,1.1,0.6,1.2,1.6,1.4,1.9,1.6,1.8,1.5,1.2,0.9
